image_path,text_caption,label
benign/benign (63).png,Echographic findings of breast showing benign characteristics.,benign
benign/benign (64).png,"A clinical ultrasound scan of breast, indicative of benign pathology.",benign
benign/benign (65).png,An ultrasound image of breast with benign findings.,benign
benign/benign (66).png,This sonogram of breast is consistent with a benign diagnosis.,benign
benign/benign (67).png,This sonogram of breast is consistent with a benign diagnosis.,benign
benign/benign (68).png,Ultrasound of breast presenting sonographic signs of benign.,benign
benign/benign (69).png,This ultrasound demonstrates breast exhibiting features of benign.,benign
benign/benign (7).png,Ultrasound of breast presenting sonographic signs of benign.,benign
benign/benign (70).png,Ultrasound of breast presenting sonographic signs of benign.,benign
benign/benign (71).png,"A clinical ultrasound scan of breast, indicative of benign pathology.",benign
benign/benign (72).png,"A clinical ultrasound scan of breast, indicative of benign pathology.",benign
benign/benign (73).png,An ultrasound image of breast with benign findings.,benign
benign/benign (74).png,Sonographic appearance of benign breast.,benign
benign/benign (75).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of benign.",benign
benign/benign (76).png,Ultrasound of breast presenting sonographic signs of benign.,benign
benign/benign (77).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of benign.",benign
benign/benign (78).png,An ultrasound image of breast with benign findings.,benign
benign/benign (79).png,Sonographic appearance of benign breast.,benign
benign/benign (8).png,This sonogram of breast is consistent with a benign diagnosis.,benign
benign/benign (80).png,"A clinical ultrasound scan of breast, indicative of benign pathology.",benign
benign/benign (81).png,This ultrasound demonstrates breast exhibiting features of benign.,benign
benign/benign (82).png,"A clinical ultrasound scan of breast, indicative of benign pathology.",benign
benign/benign (83).png,Sonographic appearance of benign breast.,benign
benign/benign (84).png,This ultrasound demonstrates breast exhibiting features of benign.,benign
benign/benign (85).png,"A clinical ultrasound scan of breast, indicative of benign pathology.",benign
benign/benign (86).png,"A clinical ultrasound scan of breast, indicative of benign pathology.",benign
benign/benign (87).png,This ultrasound demonstrates breast exhibiting features of benign.,benign
benign/benign (88).png,Echographic findings of breast showing benign characteristics.,benign
benign/benign (89).png,Sonographic appearance of benign breast.,benign
benign/benign (9).png,This sonogram of breast is consistent with a benign diagnosis.,benign
benign/benign (90).png,This ultrasound demonstrates breast exhibiting features of benign.,benign
benign/benign (91).png,An ultrasound image of breast with benign findings.,benign
benign/benign (92).png,A grayscale ultrasound demonstrating benign changes in breast.,benign
benign/benign (93).png,"A B-mode ultrasound of breast, consistent with benign.",benign
benign/benign (94).png,An ultrasound image of breast with benign findings.,benign
benign/benign (95).png,Echographic findings of breast showing benign characteristics.,benign
benign/benign (96).png,Echographic findings of breast showing benign characteristics.,benign
benign/benign (97).png,A grayscale ultrasound demonstrating benign changes in breast.,benign
benign/benign (98).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of benign.",benign
benign/benign (99).png,Ultrasound of breast presenting sonographic signs of benign.,benign
malignant/malignant (1).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (10).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (100).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (101).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (102).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (103).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (104).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (105).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (106).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (107).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (108).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (109).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (11).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (110).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (111).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (112).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (113).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (114).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (115).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (116).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (117).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (118).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (119).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (12).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (120).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (121).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (122).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (123).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (124).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (125).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (126).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (127).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (128).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (129).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (13).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (130).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (131).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (132).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (133).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (134).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (135).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (136).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (137).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (138).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (139).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (14).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (140).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (141).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (142).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (143).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (144).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (145).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (146).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (147).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (148).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (149).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (15).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (150).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (151).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (152).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (153).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (154).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (155).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (156).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (157).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (158).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (159).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (16).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (160).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (161).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (162).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (163).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (164).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (165).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (166).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (167).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (168).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (169).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (17).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (170).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (171).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (172).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (173).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (174).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (175).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (176).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (177).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (178).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (179).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (18).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (180).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (181).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (182).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (183).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (184).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (185).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (186).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (187).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (188).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (189).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (19).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (190).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (191).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (192).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (193).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (194).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (195).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (196).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (197).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (198).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (199).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (2).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (20).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (200).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (201).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (202).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (203).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (204).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (205).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (206).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (207).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (208).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (209).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (21).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (210).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (22).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (23).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (24).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (25).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (26).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (27).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (28).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (29).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (3).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (30).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (31).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (32).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (33).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (34).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (35).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (36).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (37).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (38).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (39).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (4).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (40).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (41).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (42).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (43).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (44).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (45).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (46).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (47).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (48).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (49).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (5).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (50).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (51).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (52).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (53).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (54).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (55).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (56).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (57).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (58).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (59).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (6).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (60).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (61).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (62).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (63).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (64).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (65).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (66).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (67).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (68).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (69).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (7).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (70).png,"A B-mode ultrasound of breast, consistent with malignant.",malignant
malignant/malignant (71).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (72).png,"A clinical ultrasound scan of breast, indicative of malignant pathology.",malignant
malignant/malignant (73).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (74).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (75).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (76).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (77).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (78).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (79).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (8).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (80).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (81).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (82).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (83).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (84).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (85).png,This sonogram of breast is consistent with a malignant diagnosis.,malignant
malignant/malignant (86).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (87).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (88).png,A grayscale ultrasound demonstrating malignant changes in breast.,malignant
malignant/malignant (89).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (9).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (90).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (91).png,This ultrasound demonstrates breast exhibiting features of malignant.,malignant
malignant/malignant (92).png,An ultrasound image of breast with malignant findings.,malignant
malignant/malignant (93).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (94).png,Echographic findings of breast showing malignant characteristics.,malignant
malignant/malignant (95).png,Sonographic appearance of malignant breast.,malignant
malignant/malignant (96).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (97).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of malignant.",malignant
malignant/malignant (98).png,Ultrasound of breast presenting sonographic signs of malignant.,malignant
malignant/malignant (99).png,Sonographic appearance of malignant breast.,malignant
normal/normal (1).png,This sonogram of breast is consistent with a normal diagnosis.,normal
normal/normal (10).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (100).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (101).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (102).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (103).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (104).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (105).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (106).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (107).png,An ultrasound image of breast with normal findings.,normal
normal/normal (108).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (109).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (11).png,Sonographic appearance of normal breast.,normal
normal/normal (110).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (111).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (112).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (113).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (114).png,Sonographic appearance of normal breast.,normal
normal/normal (115).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (116).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (117).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (118).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (119).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (12).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (120).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (121).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (122).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (123).png,An ultrasound image of breast with normal findings.,normal
normal/normal (124).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (125).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (126).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (127).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (128).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (129).png,Sonographic appearance of normal breast.,normal
normal/normal (13).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (130).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (131).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (132).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (133).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (14).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (15).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (16).png,Sonographic appearance of normal breast.,normal
normal/normal (17).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (18).png,This sonogram of breast is consistent with a normal diagnosis.,normal
normal/normal (19).png,Sonographic appearance of normal breast.,normal
normal/normal (2).png,An ultrasound image of breast with normal findings.,normal
normal/normal (20).png,An ultrasound image of breast with normal findings.,normal
normal/normal (21).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (22).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (23).png,An ultrasound image of breast with normal findings.,normal
normal/normal (24).png,An ultrasound image of breast with normal findings.,normal
normal/normal (25).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (26).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (27).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (28).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (29).png,This sonogram of breast is consistent with a normal diagnosis.,normal
normal/normal (3).png,Sonographic appearance of normal breast.,normal
normal/normal (30).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (31).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (32).png,Sonographic appearance of normal breast.,normal
normal/normal (33).png,This sonogram of breast is consistent with a normal diagnosis.,normal
normal/normal (34).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (35).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (36).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (37).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (38).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (39).png,This sonogram of breast is consistent with a normal diagnosis.,normal
normal/normal (4).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (40).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (41).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (42).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (43).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (44).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (45).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (46).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (47).png,An ultrasound image of breast with normal findings.,normal
normal/normal (48).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (49).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (5).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (50).png,An ultrasound image of breast with normal findings.,normal
normal/normal (51).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (52).png,This sonogram of breast is consistent with a normal diagnosis.,normal
normal/normal (53).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (54).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (55).png,This sonogram of breast is consistent with a normal diagnosis.,normal
normal/normal (56).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (57).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (58).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (59).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (6).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (60).png,Sonographic appearance of normal breast.,normal
normal/normal (61).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (62).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (63).png,This sonogram of breast is consistent with a normal diagnosis.,normal
normal/normal (64).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (65).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (66).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (67).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (68).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (69).png,An ultrasound image of breast with normal findings.,normal
normal/normal (7).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (70).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (71).png,Sonographic appearance of normal breast.,normal
normal/normal (72).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (73).png,Sonographic appearance of normal breast.,normal
normal/normal (74).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (75).png,Sonographic appearance of normal breast.,normal
normal/normal (76).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (77).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (78).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (79).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (8).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (80).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (81).png,Ultrasound of breast presenting sonographic signs of normal.,normal
normal/normal (82).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (83).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (84).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
